code,Rgst_years,Corp_Rgst_Cap,Shareholders_Num,Per_Capita_Shareholding,Employees_Num,Bachelor_Person_Pro,Technicians_Person_Pro,Cash_Flow_Ratio,Net_Cash_Flow_to_Liability_Ratio,Net_Cash_Flow_to_Net_Profit_Ratio,Operating_Cash_Return_Flow,Net_Cash_Flow_to_Sales_Revenue_Ratio,Current_Assets_Turnover_Days,Current_Assets_Turnover_Rate,Total_Asset_Turnover_Days,Inventory_Turnover_Days,Total_Asset_Turnover_Rate,Inventory_Turnover_Rate,Accounts_Receivable_Turnover_Days,Accounts_Receivable_Turnover_Rate,Total_Asset_Growth_Rate,Net_Asset_Growth_Rate,Net_Profit_Growth_Rate,Main_Business_Revenue_Growth_Rate,Equity_ratio,Capital_fixed_ratio,Capitalization_ratio,Long_term_assets_to_long_term_funding_ratio,Liabilities_to_owner_equity_ratio,Long_term_debt_ratio,Shareholders_equity_ratio,Long_term_debt_to_working_capital_ratio,Gearing_ratio,Interest_payment_multiple,Cash_ratio,Quick_ratio,Liquidity_ratio,Total_asset_margin,Profit_margin_of_main_business,Total_net_asset_margin,Cost_and_expense_margins,Operating_margin,Cost_ratio_of_main_business,Net_profit_margin_on_sales,Return_on_equity,Return_on_equity,Return_on_net_assets,Return_on_assets,Three_cost_ratios,Non_main_proportion,Proportion_of_main_profit,Main_business_income,Main_business_profit,Operating_profit,Investment_income,Net_non_operating_income_and_expenditure,Total_profit,Net_profit,Net_cash_flow_from_operating_activities,Net_increase_in_cash_and_cash_equivalents,Total_assets,liquid_asset,Total_liabilities,Current_liabilities,Shareholders_equity_does_not_include_minority_interests,Return_on_equity_weighting,Operating_income,Operating_costs,Operating_profit,Total_profit,Income_tax_expense,Net_profit,Basic_earnings_per_share,Monetary_funds,Accounts_receivable,Stocks,Total_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Opening_cash_and_cash_equivalents_balances,Net_cash_flow_from_operating_activities,Net_cash_flows_from_investing_activities,Net_cash_flows_from_fund_raising_activities,Net_increase_in_cash_and_cash_equivalents,Closing_cash_and_cash_equivalents_balances,Total_current_assets,Total_non_current_assets,Total_assets,Total_current_liabilities,Total_non_current_liabilities,Total_liabilities,Total_owners_equity,Total_liabilities_and_owners_equity,y
628,15.721442885771545,35228.0,22622.0,1.56,1200.0,56.0,58.67,-7.22,-0.06,-9.27,-0.05,-0.16,700.57,0.39,755.46,2.55,0.36,105.97,58.29,4.63,30.59,14.31,-41.43,-6.85,558.03,55.16,37.41,34.53,561.08,9.04,15.13,0.56,84.87,461.87,18.66,1.21,1.22,0.59,8.87,0.62,2.96,2.83,90.88,1.75,20.49,20.49,3.88,0.59,4.27,-1.22,558.03,413207.0,36644.0,11705.0,-123.0,-20.0,11685.0,7219.0,-66922.0,-46972.0,1229146.0,1126578.0,1043215.0,926425.0,163900.0,5.19,413207.0,375504.0,11705.0,11685.0,4466.0,7219.0,0.24,172827.0,75398.0,6396.0,1126578.0,1229146.0,926425.0,116790.0,1043215.0,185931.0,217247.0,-66922.0,-48927.0,68877.0,-46972.0,170275.0,1126578.0,102567.0,1229146.0,926425.0,116790.0,1043215.0,185931.0,1229146.0,0
300842,12.0,10000.0,19274.0,0.52,259.0,42.86,44.79,-0.66,-0.01,-1.01,0.0203406813627254,0.0580460921843687,243.73,1.11,266.85,40.11,1.01,6.73,76.25,3.54,27.3,3.02,-86.42,17.32,200.8,25.49,9.3883466933868,56.19058116232465,202.74,5.2352104208416845,33.03,-0.0385270541082162,66.97,118.08,23.96,1.2,1.38,0.43,7.65,0.48,0.45,0.18,92.3,0.48,12.5,12.5,1.31,0.43,4.29,-68.99,200.8,261116.0,19983.0,478.0,-1443.0,659.0,1137.0,1250.0,-1265.0,-4345.0,289611.0,265224.0,193948.0,192096.0,95029.0,1.52,261116.0,241023.0,478.0,1137.0,-113.0,1250.0,0.14,46027.0,82349.0,34807.0,265224.0,289611.0,192096.0,1851.0,193948.0,95664.0,19710.0,-1265.0,-823.0,6006.0,-4345.0,15365.0,265224.0,24387.0,289611.0,192096.0,1851.0,193948.0,95664.0,289611.0,0
688159,16.0,9167.9495,5914.0,1.55,523.0,76.29,60.8,4.59,0.05,0.230961923847695,0.02,0.05,500.83,0.54,683.89,129.7,0.39,2.08,214.69,1.26,-1.32,-2.56,-1.9538977955912005,-14.99,77.58,50.55,9.3883466933868,56.19058116232465,78.36,5.2352104208416845,56.07,-0.0385270541082162,43.93,-275.42,35.5,1.26,1.65,-1.7,15.78,-1.67,-6.46,-6.23,84.01,-4.23,-26.84,-26.84,-3.03,-1.7,12.35,-2.03,77.58,58218.0,9186.0,-3625.0,80.0,-6.0,-3631.0,-2460.0,2889.0,3551.0,144672.0,103671.0,63559.0,62930.0,80853.0,-2.96,58218.0,48910.0,-3625.0,-3631.0,-1171.0,-2460.0,-0.26,22342.0,42116.0,24291.0,103671.0,144672.0,62930.0,629.0,63559.0,81113.0,16676.0,2889.0,469.0,193.0,3551.0,20227.0,103671.0,41000.0,144672.0,62930.0,629.0,63559.0,81113.0,144672.0,0
600320,30.0,526835.3501,207360.0,2.54,8250.0,57.78,42.74,1.43,0.01,2.35,0.01,0.03,586.45,0.46,1135.89,356.15,0.24,0.76,104.92,2.57,1.12,4.87,24.35,18.71,327.12,216.16,55.35,96.51,347.53,27.7,22.34,4.39,77.66,210.39,14.96,0.54,1.14,0.28,11.08,0.28,1.33,1.17,88.53,1.19,4.28,4.28,1.24,0.28,4.82,96.88,327.12,1897933.0,210267.0,22200.0,21464.0,1391.0,23591.0,22565.0,52962.0,-45005.0,8138103.0,4207342.0,6319655.0,3694080.0,1536773.0,0.32,1897933.0,1680149.0,22200.0,23591.0,1026.0,22565.0,0.01,416090.0,830168.0,2224974.0,4207342.0,8138103.0,3694080.0,2625575.0,6319655.0,1818448.0,444984.0,52962.0,-12244.0,-85723.0,-45005.0,399979.0,4207342.0,3930761.0,8138103.0,3694080.0,2625575.0,6319655.0,1818448.0,8138103.0,1
2009,25.0,38071.9434,41995.0,0.9,2904.0,18.25,13.53,-5.31,-0.05,-1.09,-0.03,-0.07,378.84,0.71,546.45,109.37,0.49,2.47,80.73,3.34,19.61,9.74,35.07,9.04,184.24,88.71,13.8,76.47,186.82,5.58,34.86,0.54,65.14,530.03,20.35,0.91,1.18,2.85,16.92,3.01,7.6,7.03,82.26,6.08,52.09,52.09,8.18,2.85,8.69,10.24,184.24,324817.0,54965.0,22819.0,2474.0,-154.0,22665.0,19758.0,-21558.0,-10428.0,692462.0,478291.0,451036.0,406138.0,229531.0,8.85,324817.0,267205.0,22819.0,22665.0,2906.0,19758.0,0.54,82652.0,107559.0,108205.0,478291.0,692462.0,406138.0,44898.0,451036.0,241425.0,58062.0,-21558.0,-18922.0,29952.0,-10428.0,47634.0,478291.0,214171.0,692462.0,406138.0,44898.0,451036.0,241425.0,692462.0,0
300540,15.721442885771545,16069.1993,13093.0,1.23,355.0,70.99,26.48,14.66,0.15,8.15,0.04,0.42,1671.83,0.16,2282.33,333.29,0.12,0.81,233.36,1.16,17.5,66.13,25.41,-39.92,44.07,47.16,9.3883466933868,47.16,44.17,5.2352104208416845,69.36,-0.0385270541082162,30.64,-87.66,42.4,1.88,2.2,0.55,34.08,0.61,6.66,5.59,65.15,5.15,4.98,4.98,0.79,0.55,17.91,-0.17,44.07,15530.0,5292.0,868.0,36608.162324649296,-2.0,867.0,799.0,6514.0,3364.0,145346.0,97805.0,44527.0,44434.0,99998.0,1.07,15530.0,10118.0,868.0,867.0,67.0,799.0,0.05,18776.0,12681.0,14058.0,97805.0,145346.0,44434.0,93.0,44527.0,100819.0,8214.0,6514.0,-30954.0,27804.0,3364.0,11578.0,97805.0,47542.0,145346.0,44434.0,93.0,44527.0,100819.0,145346.0,0
300424,17.0,23989.3793,28855.0,0.83,1271.0,57.91,39.81,-2.92,-0.02,-1.51,-0.01,-0.03,389.84,0.69,630.11,165.12,0.43,1.64,199.29,1.35,1.59,4.48,42.63,13.21,144.03,107.54,4.91,102.26,188.02,1.79,34.72,0.12,65.28,190.44,13.91,0.91,1.3,0.93,27.64,0.93,2.65,2.29,72.01,2.18,8.58,8.58,2.68,0.93,20.09,15.36,144.03,94344.0,26074.0,2163.0,210.0,145.0,2307.0,2058.0,-3112.0,-9515.0,220845.0,138389.0,144169.0,106475.0,75535.0,2.76,94344.0,67941.0,2163.0,2307.0,250.0,2058.0,0.09,14816.0,76001.0,41815.0,138389.0,220845.0,106475.0,37695.0,144169.0,76676.0,24281.0,-3112.0,-4723.0,-1666.0,-9515.0,14766.0,138389.0,82456.0,220845.0,106475.0,37695.0,144169.0,76676.0,220845.0,0
600505,28.0,36456.75,28305.0,1.29,851.0,48.53,35.25,11.53,0.04,3.04,0.02,0.13,167.48,1.61,1379.66,17.03,0.2,15.85,41.39,6.52,5.54,-1.92,-15.01,7.61,200.88,277.48,57.17,118.84,215.6,42.3,31.69,-4.56,68.31,264.06,18.73,0.51,0.57,0.81,19.48,0.82,5.83,5.61,79.47,4.21,10.13,10.13,2.55,0.81,14.42,0.41,200.88,87786.0,17103.0,4922.0,79.0,-59.0,4863.0,3694.0,11244.0,-2591.0,456520.0,55139.0,311867.0,97477.0,125151.0,3.04,87786.0,69763.0,4922.0,4863.0,1169.0,3694.0,0.1,18258.0,16228.0,5749.0,55139.0,456520.0,97477.0,214389.0,311867.0,144653.0,20849.0,11244.0,-27785.0,13950.0,-2591.0,18258.0,55139.0,401381.0,456520.0,97477.0,214389.0,311867.0,144653.0,456520.0,0
300176,19.0,38728.08,21668.0,1.79,2667.0,5.59,15.04,12.35,0.12,33.16,0.07,0.13,225.64,1.2,484.3,103.1,0.56,2.62,84.73,3.19,18.32,-2.83,-1.9538977955912005,24.07,134.06,128.09,9.3883466933868,56.19058116232465,135.94,5.2352104208416845,42.38,-0.0385270541082162,57.62,12214.21,11.01,0.47,0.8,0.21,11.01,0.22,0.24,0.46,88.43,0.4,1.16,1.16,0.5,0.21,6.67,-101.12,134.06,111536.0,12281.0,510.0,36608.162324649296,-256.0,254.0,449.0,14882.0,-82.0,212093.0,96950.0,122202.0,120505.0,89891.0,0.5,111536.0,98637.0,510.0,254.0,-195.0,449.0,0.01,13265.0,35943.0,40289.0,96950.0,212093.0,120505.0,1697.0,122202.0,89891.0,13280.0,14882.0,-24003.0,8056.0,-82.0,13198.0,96950.0,115143.0,212093.0,120505.0,1697.0,122202.0,89891.0,212093.0,0
600121,15.721442885771545,121841.2038,105457.0,1.16,13099.0,13.24,8.45,9.39,0.09,4.4,0.07,0.31,428.64,0.63,1151.88,24.12,0.23,11.19,108.16,2.5,9.81,-0.07,2489.83,50.76,399.11,327.73,9.3883466933868,56.19058116232465,429.23,5.2352104208416845,18.9,-0.0385270541082162,81.1,326.24,36.42,0.49,0.5,1.61,30.68,1.64,12.46,11.57,65.16,7.0,18.55,18.55,8.52,1.61,18.36,-11.56,399.11,322940.0,99092.0,37359.0,-1992.0,-2086.0,35273.0,22602.0,99402.0,59013.0,1403917.0,534534.0,1138641.0,1058751.0,168773.0,3.35,322940.0,210436.0,37359.0,35273.0,12671.0,22602.0,0.05,385576.0,118722.0,13941.0,534534.0,1403917.0,1058751.0,79890.0,1138641.0,265276.0,61172.0,99402.0,-1459.0,-38931.0,59013.0,120185.0,534534.0,869384.0,1403917.0,1058751.0,79890.0,1138641.0,265276.0,1403917.0,0
737,15.721442885771545,177245.6167,36786.0,4.82,5796.0,46.58,7.9,76.16,0.34,2.29,0.16,0.16,143.69,1.88,274.06,90.63,0.99,2.98,0.01,41550.96,592.81,738.52,31338.1,914.12,84.7,90.49,30.82,62.6,88.94,23.58,52.93,0.76,47.07,789.96,89.66,1.29,2.45,7.08,12.64,7.03,10.18,9.19,86.33,7.13,32.7,32.7,13.37,7.08,2.69,-0.24,84.7,812373.0,102717.0,74673.0,36608.162324649296,-177.0,74495.0,57961.0,132547.0,19232.0,819165.0,426846.0,385617.0,174049.0,433547.0,14.23,812373.0,701328.0,74673.0,74495.0,16534.0,57961.0,0.33,156055.0,24.0,201531.0,426846.0,819165.0,174049.0,211569.0,385617.0,433547.0,64931.0,132547.0,-19146.0,-94064.0,19232.0,84164.0,426846.0,392318.0,819165.0,174049.0,211569.0,385617.0,433547.0,819165.0,0
603116,15.0,57620.08,19091.0,3.02,4053.0,10.29,8.83,1.11,0.01,0.77,0.0203406813627254,0.01,518.53,0.52,748.54,143.23,0.36,1.89,107.72,2.51,5.19,-1.37,-50.97,-7.01,36.6,42.82,9.3883466933868,56.19058116232465,38.38,5.2352104208416845,72.27,-0.0385270541082162,27.73,-50.94,108.36,2.16,2.61,0.38,33.98,0.38,1.49,1.06,65.6,1.06,3.07,3.07,0.52,0.38,32.02,97.9,36.6,166240.0,56494.0,1755.0,1705.0,665.0,2421.0,1770.0,1365.0,48827.0,466680.0,322283.0,129432.0,123425.0,323412.0,0.67,166240.0,109051.0,1755.0,2421.0,651.0,1770.0,0.04,133740.0,68347.0,55822.0,322283.0,466680.0,123425.0,6007.0,129432.0,337249.0,82951.0,1365.0,36252.0,11210.0,48827.0,131778.0,322283.0,144397.0,466680.0,123425.0,6007.0,129432.0,337249.0,466680.0,0
600784,15.721442885771545,67565.2277,31812.0,2.12,2558.0,16.26,2.93,10.04,0.07,0.75,0.03,0.06,155.3,1.74,438.31,38.58,0.62,7.0,45.14,5.98,8.57,39.29,51.03,30.05,68.9,119.62,6.37,112.0,85.38,3.67,53.94,1.86,46.06,934.06,17.07,0.87,1.06,4.47,17.42,4.76,9.55,8.59,80.99,7.73,32.26,32.26,8.28,4.47,7.63,29.71,68.9,282099.0,49136.0,24230.0,7140.0,84.0,24314.0,21796.0,16405.0,-1997.0,487725.0,173006.0,224636.0,163358.0,252861.0,9.61,282099.0,228459.0,24230.0,24314.0,2518.0,21796.0,0.32,27878.0,50226.0,30373.0,173006.0,487725.0,163358.0,61279.0,224636.0,263089.0,22158.0,16405.0,-44800.0,26397.0,-1997.0,20161.0,173006.0,314720.0,487725.0,163358.0,61279.0,224636.0,263089.0,487725.0,0
2077,15.721442885771545,58034.8513,95767.0,0.61,880.0,25.8,20.8,14.63,0.09,1.7,0.02,0.22,688.07,0.39,2954.05,209.86,0.09,1.29,122.92,2.2,-0.56,4.1,-72.35,-18.24,25.31,99.48,7.31,92.21,27.39,6.19,78.5,0.75,21.5,288.72,73.07,1.21,1.6,1.18,20.34,1.17,11.37,11.42,75.11,12.75,8.86,8.86,1.5,1.18,19.81,139.52,25.31,40338.0,8205.0,4605.0,6408.0,-42.0,4563.0,5144.0,8749.0,-2819.0,436930.0,95736.0,93950.0,59784.0,317119.0,1.36,40338.0,30300.0,4605.0,4563.0,-581.0,5144.0,0.07,43683.0,18055.0,23585.0,95736.0,436930.0,59784.0,34166.0,93950.0,342979.0,45482.0,8749.0,685.0,-12260.0,-2819.0,42663.0,95736.0,341194.0,436930.0,59784.0,34166.0,93950.0,342979.0,436930.0,0
2600,47.0,703867.4975,262010.0,2.69,79892.0,8.43,8.19,15.37,0.11,1.92,0.06,0.1,217.5,1.24,404.31,75.68,0.67,3.57,98.93,2.73,9.18,6.04,-3.92,14.06,115.3,102.88,19.93,82.37,126.57,10.99,44.14,0.75,55.86,-3240.26,21.86,0.97,1.37,3.19,19.26,3.31,6.6,5.71,80.26,4.96,17.37,17.37,7.23,3.19,4.44,2.1,115.3,2466883.0,475000.0,140931.0,5095.0,-2187.0,138744.0,122261.0,235020.0,40671.0,3833587.0,2092852.0,2141607.0,1529564.0,1683089.0,7.49,2466883.0,1979907.0,140931.0,138744.0,16483.0,122261.0,0.17,334400.0,920656.0,606733.0,2092852.0,3833587.0,1529564.0,612043.0,2141607.0,1691981.0,276478.0,235020.0,-225532.0,21542.0,40671.0,317150.0,2092852.0,1740736.0,3833587.0,1529564.0,612043.0,2141607.0,1691981.0,3833587.0,0
2593,27.0,80385.8029,42020.0,1.92,3849.0,10.68,5.79,0.15,0.08125250501002,0.07,0.0203406813627254,0.0580460921843687,376.52,0.72,517.84,169.56,0.52,1.59,76.97,3.51,-0.37,1.13,-46.14,-7.52,112.91,59.1,8.53,54.06,112.99,4.38,46.95,0.19,53.05,442.48,30.46,0.89,1.49,1.05,7.54,1.06,2.54,2.53,91.78,2.04,6.59,6.59,2.24,1.05,4.43,-12.26,112.91,260707.0,19669.0,6599.0,-595.0,-190.0,6409.0,5323.0,381.0,4636.0,507030.0,366341.0,268977.0,246575.0,236286.0,2.21,260707.0,239289.0,6599.0,6409.0,1085.0,5323.0,0.06,75115.0,74458.0,146844.0,366341.0,507030.0,246575.0,22402.0,268977.0,238054.0,36656.0,381.0,-10242.0,13936.0,4636.0,41292.0,366341.0,140689.0,507030.0,246575.0,22402.0,268977.0,238054.0,507030.0,0
605488,13.0,17676.4425,11015.0,1.61,1087.0,20.15,10.49,-3.31,-0.03,-0.32,-0.01,-0.01,215.6,1.25,312.1,30.2,0.87,8.94,59.37,4.55,23.51,2.88,-45.09,17.55,64.88,58.95,11.02,52.46,65.44,7.48,60.44,0.23,39.56,-680.05,78.19,1.82,2.03,3.29,12.78,3.5,4.77,4.43,86.95,4.05,33.78,33.78,5.45,3.29,4.99,11.18,64.88,147664.0,18869.0,6535.0,773.0,-47.0,6488.0,5983.0,-1911.0,18346.0,181730.0,116978.0,71886.0,57666.0,103782.0,5.79,147664.0,128396.0,6535.0,6488.0,505.0,5983.0,0.34,45092.0,36933.0,12123.0,116978.0,181730.0,57666.0,14220.0,71886.0,109844.0,19120.0,-1911.0,8284.0,11557.0,18346.0,37466.0,116978.0,64752.0,181730.0,57666.0,14220.0,71886.0,109844.0,181730.0,0
603045,23.0,13762.0,13511.0,1.02,1568.0,15.75,11.99,48.37,0.37,34.38,0.19,0.21,208.22,1.3,325.85,109.19,0.83,2.47,56.23,4.8,-15.26,2.96,-75.81,-25.05,101.15,84.08,16.03,70.6,106.57,9.24,48.41,0.47,51.59,117.64,31.55,0.78,1.49,0.56,10.1,0.51,0.47,0.43,89.67,0.62,7.38,7.38,1.15,0.56,6.94,9.09,101.15,165106.0,16676.0,703.0,18.0,51.0,754.0,1016.0,34923.0,2395.0,181750.0,107774.0,93766.0,72197.0,87985.0,1.16,165106.0,148054.0,703.0,754.0,-262.0,1016.0,0.08,22777.0,29404.0,51265.0,107774.0,181750.0,72197.0,21569.0,93766.0,87985.0,20381.0,34923.0,745.0,-33270.0,2395.0,22776.0,107774.0,73977.0,181750.0,72197.0,21569.0,93766.0,87985.0,181750.0,0
2651,23.0,103346.0,44091.0,2.34,1737.0,13.36,15.77,5.88,0.06,0.33,0.01,0.08,1028.96,0.26,1473.8,430.28,0.18,0.63,131.36,2.06,7.24,6.69,-21.88,-19.17,30.35,39.75,9.3883466933868,56.19058116232465,30.94,5.2352104208416845,76.37,-0.0385270541082162,23.63,-686.64,152.45,2.21,3.01,4.12,40.36,4.24,38.45,27.11,58.84,23.14,13.11,13.11,5.39,4.12,10.86,1.04,30.35,58546.0,23632.0,15874.0,170.0,-5.0,15868.0,13549.0,4484.0,47038.0,329037.0,229153.0,77750.0,76253.0,251288.0,5.59,58546.0,34450.0,15874.0,15868.0,2320.0,13549.0,0.13,116249.0,25816.0,60635.0,229153.0,329037.0,76253.0,1496.0,77750.0,251288.0,54189.0,4484.0,39276.0,1777.0,47038.0,101228.0,229153.0,99885.0,329037.0,76253.0,1496.0,77750.0,251288.0,329037.0,0
10,33.0,105869.2292,36196.0,2.92,290.0,43.1,60.0,-24.1,-0.23,0.230961923847695,-0.15,-1.16,1711.03,0.16,2177.42,96.17,0.12,2.81,1198.93,0.23,9.71,83.8,-113.5,-47.05,179.89,65.23,8.0,60.02,180.79,3.09,35.61,0.2,64.39,98.24,9.33,1.2,1.26,-0.12,14.42,-0.12,-0.16,1.62,85.36,-0.97,-0.51,-0.51,-0.34,-0.12,17.92,1070.13,179.89,55939.0,8065.0,904.0,36608.162324649296,-997.0,-93.0,-541.0,-65123.0,20432.0,443135.0,340188.0,285320.0,270182.0,123885.0,-0.43,55939.0,47752.0,904.0,-93.0,447.0,-541.0,0.3878256513026057,25197.0,225294.0,16480.0,340188.0,443135.0,270182.0,15138.0,285320.0,157815.0,2291.0,-65123.0,-8855.0,94410.0,20432.0,22723.0,340188.0,102947.0,443135.0,270182.0,15138.0,285320.0,157815.0,443135.0,0
2158,24.0,53472.4139,20306.0,2.63,2078.0,27.77,15.5,15.8,0.14,0.72,0.06,0.15,411.71,0.66,579.52,151.1,0.47,1.79,55.32,4.88,13.58,15.2,30.3,6.54,81.49,52.2,5.9,49.11,84.54,3.4,54.19,0.11,45.81,-1357.76,57.0,1.32,1.76,8.9,35.45,9.47,34.17,24.58,64.13,20.33,88.8,88.8,16.43,8.9,7.48,5.87,81.49,233560.0,82797.0,57418.0,3312.0,63.0,57481.0,47483.0,34346.0,14268.0,533383.0,382524.0,244353.0,217397.0,287282.0,17.14,233560.0,149791.0,57418.0,57481.0,9998.0,47483.0,0.89,123911.0,53545.0,94907.0,382524.0,533383.0,217397.0,26956.0,244353.0,289030.0,103265.0,34346.0,-10056.0,-14124.0,14268.0,117533.0,382524.0,150859.0,533383.0,217397.0,26956.0,244353.0,289030.0,533383.0,0
536,15.721442885771545,276603.2803,67419.0,4.1,3150.0,39.3,20.76,40.1,0.29,0.230961923847695,0.16,0.77,396.18,0.68,1433.12,75.01,0.19,3.6,33.96,7.95,-16.16,-17.38,-14776.28,-12.48,108.46,149.35,19.03,120.93,118.93,10.73,45.68,-1.53,54.32,-935.8,59.43,0.69,0.82,-7.56,-2.81,-7.06,-32.5,-37.29,101.52,-37.45,-27.51,-27.51,-16.54,-7.56,11.6,-0.3,108.46,203235.0,-5707.0,-75789.0,3.0,226.0,-75563.0,-76104.0,156766.0,52788.0,1007324.0,320145.0,547205.0,390910.0,449157.0,-15.75,203235.0,206320.0,-75789.0,-75563.0,540.0,-76104.0,-0.28,232304.0,15764.0,48487.0,320145.0,1007324.0,390910.0,156295.0,547205.0,460119.0,18076.0,156766.0,-21619.0,-84414.0,52788.0,70864.0,320145.0,687179.0,1007324.0,390910.0,156295.0,547205.0,460119.0,1007324.0,0
688349,14.0,118948.4215,16575.0,7.18,3492.0,41.98,16.52,0.08,0.08125250501002,0.01,0.0203406813627254,0.0580460921843687,604.84,0.45,1146.032014028056,143.55,0.4383366733466931,1.88,49.36,5.47,13.721643286573164,14.095711422845708,-3.69,12.75,141.43,71.72,6.89,66.78,142.85,3.05,41.18,0.2,58.82,-2480.21,59.46,1.1,1.28,4.07,25.34,4.82,23.33,20.05,73.86,16.52,88.14,88.14,9.88,4.07,11.21,60.4,141.43,634541.0,160786.0,127256.0,76915.0,-127.0,127129.0,104839.0,1136.0,451609.0,2575708.0,1815022.0,1515105.0,1421540.0,1060603.0,16.0,634541.0,468689.0,127256.0,127129.0,22290.0,104839.0,0.98,845233.0,116008.0,249189.0,1815022.0,2575708.0,1421540.0,93565.0,1515105.0,1060603.0,388624.0,1136.0,-283274.0,731197.0,451609.0,840233.0,1815022.0,760686.0,2575708.0,1421540.0,93565.0,1515105.0,1060603.0,2575708.0,0
600310,15.721442885771545,146571.0722,50517.0,2.9,2666.0,40.74,11.82,8.61,0.05,0.230961923847695,0.04,0.06,131.29,2.06,415.96,32.01,0.65,8.43,14.0,19.28,-3.57,27.57,-170.66,-15.14,329.97,329.48,51.69,159.19,397.15,21.52,20.11,-1.93,79.89,83.78,32.8,0.59,0.75,-0.3,6.8,-0.3,-0.48,-0.5,92.8,-0.47,-4.57,-4.57,-1.5,-0.3,5.41,-130.94,329.97,1429905.0,97250.0,-7158.0,8476.0,389.0,-6769.0,-6704.0,85971.0,18816.0,2226655.0,750950.0,1778770.0,998732.0,297396.0,-4.54,1429905.0,1327000.0,-7158.0,-6769.0,-66.0,-6704.0,-0.09,327604.0,82709.0,162514.0,750950.0,2226655.0,998732.0,780038.0,1778770.0,447886.0,201376.0,85971.0,-7710.0,-59445.0,18816.0,220192.0,750950.0,1475705.0,2226655.0,998732.0,780038.0,1778770.0,447886.0,2226655.0,0
300265,20.0,36497.821,31961.0,1.14,1321.0,20.59,9.01,-11.61,-0.1,-2.92,-0.05,-0.1,330.36,0.82,474.52,53.67,0.57,5.03,187.87,1.44,9.66,2.81,19.52,13.53,97.01,61.84,4.92,58.8,103.63,2.54,49.11,0.1,50.89,460.18,22.42,1.35,1.54,1.8,17.78,1.88,4.26,3.91,81.63,3.3,13.92,13.92,3.66,1.8,9.56,-19.18,97.01,153994.0,27384.0,6014.0,-1160.0,5.0,6020.0,5082.0,-14827.0,-13836.0,283073.0,197107.0,144058.0,127668.0,134925.0,3.55,153994.0,125708.0,6014.0,6020.0,938.0,5082.0,0.13,28623.0,119944.0,24901.0,197107.0,283073.0,127668.0,16390.0,144058.0,139015.0,29503.0,-14827.0,-11912.0,12493.0,-13836.0,15667.0,197107.0,85966.0,283073.0,127668.0,16390.0,144058.0,139015.0,283073.0,0
2927,14.0,22320.909,18574.0,1.2,1424.0,27.04,17.77,7.35,0.07,0.38,0.02,0.05,443.5,0.61,583.78,146.68,0.46,1.84,212.55,1.27,10.71,7.87,-3.97,-2.58,42.04,34.6,9.3883466933868,56.19058116232465,43.85,5.2352104208416845,69.52,-0.0385270541082162,30.48,-12196.31,17.74,2.05,2.6,5.58,34.14,5.8,15.46,12.97,65.19,12.54,37.56,37.56,8.03,5.58,18.14,8.28,42.04,66875.0,22832.0,8673.0,705.0,14.0,8687.0,8385.0,3225.0,-4237.0,150130.0,114024.0,45764.0,43872.0,97694.0,8.27,66875.0,43598.0,8673.0,8687.0,302.0,8385.0,0.35,7782.0,58058.0,24113.0,114024.0,150130.0,43872.0,1892.0,45764.0,104366.0,10160.0,3225.0,-4481.0,-2981.0,-4237.0,5923.0,114024.0,36106.0,150130.0,43872.0,1892.0,45764.0,104366.0,150130.0,0
688660,15.721442885771545,133333.34,37371.0,3.57,1886.0,83.46,44.8,-30.74,-0.23,-423.34,-0.17,-0.69,747.3,0.36,1166.81,176.81,0.23,1.53,106.21,2.54,-13.71,-1.41,-97.75,-65.63,212.77,142.89,11.79,126.05,263.24,3.68,27.53,0.64,72.47,-70.66,12.85,0.9,1.11,0.04,18.13,0.04,-0.55,-0.53,81.54,0.16,0.81,0.81,0.14,0.04,13.53,-236.46,212.77,670250.0,121488.0,-3565.0,8364.0,19.0,-3545.0,1086.0,-459794.0,-411502.0,2724869.0,1652934.0,1974709.0,1495844.0,749311.0,0.14,670250.0,546537.0,-3565.0,-3545.0,-4631.0,1086.0,0.01,192188.0,332068.0,300115.0,1652934.0,2724869.0,1495844.0,478866.0,1974709.0,750159.0,603690.0,-459794.0,-141312.0,189599.0,-411502.0,192188.0,1652934.0,1071934.0,2724869.0,1495844.0,478866.0,1974709.0,750159.0,2724869.0,0
600468,15.721442885771545,108773.5321,31001.0,3.51,2003.0,54.82,20.42,1.22,0.01,0.17,0.01,0.01,373.81,0.72,569.98,105.2,0.47,2.57,148.16,1.82,6.9,2.53,-3.4,-0.88,73.54,59.92,1.4,59.08,75.31,0.81,57.04,0.03,42.96,2953.75,35.43,1.29,1.6,2.91,22.04,2.93,8.13,7.25,77.23,6.18,9.94,9.94,5.09,2.91,11.33,13.36,73.54,174976.0,38560.0,12690.0,1690.0,6.0,12696.0,10810.0,1874.0,-4653.0,372123.0,244939.0,159855.0,153071.0,194248.0,5.1,174976.0,135126.0,12690.0,12696.0,1886.0,10810.0,0.09,54237.0,108863.0,47109.0,244939.0,372123.0,153071.0,6784.0,159855.0,212268.0,51376.0,1874.0,-16658.0,10028.0,-4653.0,46723.0,244939.0,127184.0,372123.0,153071.0,6784.0,159855.0,212268.0,372123.0,0
